hotelName,language,checkinDate,checkoutDate,tripType,tripPurpose,country,rating,numOfDaysStay,reviewDate,reviewText
Portugal Boutique Hotel,en-gb,2024-08-23,2024-08-27,couple,leisure,gb,3.59999990463257,4,2024-09-02 11:02:44,"pros: Very centrally located - Martim Moniz for Tram 28E Praca  da Figueira - for tram 15E to Belem Rossio - for day trip coaches - all within 5 minutes walk. 
Staff were excellent - very patient and articulate. Special mention for Alexandra Joao Anonessa Mariana and the Brazilian guy in the ground floor Bar - they always seemed to go the extra mile to make you comfortable.
There is a welcome drink on arrival a Ginjinha drink on the first evening and another Port drink on the last evening before departure - all complimentary! Breakfast was good. Taxi from the airport took €20 - and the driver insisted on cash - so you may want to keep some cash with you or else there’s also a cash machine nearby. 
Went to the rooftop bar on the last evening- it had good vibes and a very good view of the Castle specially during dusk and when the lights came on. cons: No negative feedback that I can think of."
Portugal Boutique Hotel,en-gb,2024-08-29,2024-09-01,couple,leisure,il,4,3,2024-09-02 09:16:41,pros: Nice room  friendly staff. Good breakfast cons: 
Portugal Boutique Hotel,en-us,2024-08-25,2024-08-29,family_with_children,leisure,us,4,4,2024-08-31 13:11:22,pros: Location beautiful hotel and rooms exceptional staff great breakfast fantastic stay! Will recommend to family and friends! cons: 
Portugal Boutique Hotel,en-gb,2024-08-21,2024-08-24,couple,leisure,au,4,3,2024-08-30 19:02:21,pros: Everything. The hotel was beautiful rooms were spacious the bedding was luxurious. Lots of nice little touches in the room. I really cannot find any fault with it. cons: Nothing. It was fantastic
Portugal Boutique Hotel,en-gb,2024-08-22,2024-08-26,couple,leisure,gb,4,4,2024-08-30 00:53:17,"pros: Lovely location right in the main square.  The breakfast was included and it was lovely very attentive staff  and Jual who is  wonderful so personable and extremely helpful 
We had an amazing tour of the wine cellar if you are offered to visit by Jual don't miss it  Jual is entertaining and very knowledgeable also we tried some of the hotel wine.
As for the room the T.V. in the mirror wow...wow! if you can see the pictures of the hotel that is what you are going to get if not better. This hotel exceeded all of my expectations. cons: That I only stayed 4 nights I would gladly stay longer at this amazing  hotel"
Portugal Boutique Hotel,en-gb,2024-08-19,2024-08-22,couple,leisure,gb,4,3,2024-08-29 21:54:18,pros: The hotel was very comfortable staff were helpful and the location was perfect. cons: Nothing! It was perfect!
Portugal Boutique Hotel,en-gb,2024-08-28,2024-08-29,review_category_group_of_friends,leisure,il,4,1,2024-08-29 16:51:32,pros: Everything the rooms the staff was very kind breakfast cons: Everything was perfect
Portugal Boutique Hotel,en-gb,2024-08-20,2024-08-22,review_category_group_of_friends,leisure,cz,4,2,2024-08-23 19:13:17,pros: Everything 😊 cons: 
Portugal Boutique Hotel,en-us,2024-08-11,2024-08-20,couple,leisure,us,3.59999990463257,9,2024-08-21 17:17:12,pros: Hospitality was exceptional!! Breakfast is worth every penny!!  This hotel is very very clean. cons: The only bad thing I can say about this place was the lack of iron and ironing board. We asked for it in the next day was taken back. We asked for it back and they took it again for another customer..
Portugal Boutique Hotel,en-gb,2024-08-14,2024-08-15,couple,leisure,ch,4,1,2024-08-16 09:08:02,pros: Fantastic staffwe had to leave at 6 am to catch a plane and the even made us breakfast before then cons: Unfortunately we only arrived at 6pm and had to leave at 6 am not enough time to enjoy this wonderful hotel and Lisbon
Portugal Boutique Hotel,en-gb,2024-08-14,2024-08-15,family_with_children,leisure,fr,4,1,2024-08-16 08:30:24,pros: The place is amazing   beautiful and very comfortable the staff is so dedicated as if you were the only guest..( the hotel was fully booked) best location I would recommend it for any stay in Lisbon. cons: 
Portugal Boutique Hotel,en-us,2024-08-06,2024-08-11,couple,leisure,us,3.59999990463257,5,2024-08-15 13:33:43,pros: Everything is perfect cons: 
Portugal Boutique Hotel,en-gb,2024-08-01,2024-08-14,family_with_children,leisure,az,3.59999990463257,13,2024-08-15 09:45:22,"pros: Great location.  Very friendly staff. Spacious room. cons: Thin walls. 

Limited choices for beakfast and room service."
Portugal Boutique Hotel,en-gb,2024-08-03,2024-08-05,couple,leisure,au,3.59999990463257,2,2024-08-12 11:26:49,pros: Good location in old town. Nice large room and bathroom. Nice touch with the turn down service and little gifts. Nice breakfast selection. cons: 
Portugal Boutique Hotel,en-gb,2024-07-26,2024-08-01,couple,leisure,il,4,6,2024-08-01 23:06:59,"pros: We booked 6 nights and the experience was perfect.
It starts with a smiling and pleasant welcome. The location is ideal literally walking distance to most sites and the metro.
The breakfast is very good from the champagne to the fruits.
The room is spacious with a wardrobe and drawers
The hotel is intimate and you feel a personal relationship with all the staff members. The hotel manager introduced himself and sent us invitations for wine tasting and more...
All our requests were answered positively and immediately.
We received the local liqueur a bottle of wine chocolates and a bottle of water in the room every day.
This is a real boutique hotel we do not doubt that we will return cons: For us a walk-in shower is better than a bath"
Portugal Boutique Hotel,en-us,2024-07-07,2024-07-12,couple,leisure,ae,4,5,2024-07-31 13:28:40,pros: Excellent location and incredible staff. Loved everything about the stay. cons: Breakfast variety can be a little better
Portugal Boutique Hotel,en-us,2024-07-25,2024-07-28,solo_traveller,business,us,4,3,2024-07-28 22:44:16,pros: Great facility and good size rooms cons: A steam Iron and a board would be nice to have in the room . I’m certain you’d given it to me if asked  but having at the room is more that I’m accustomed to at the hotels of this level
Portugal Boutique Hotel,en-gb,2024-07-24,2024-07-25,solo_traveller,leisure,ae,4,1,2024-07-26 02:38:16,pros: Very beautiful place to rest and enjoy the center of the city. The best was the customer service. Thanks to everyone for the hospitality specially to the manager Joao. Very comfortable bed !! cons: 
Portugal Boutique Hotel,en-us,2024-07-23,2024-07-25,couple,leisure,us,4,2,2024-07-25 22:38:00,pros: Great location  great staff giving 5 star service everyday. cons: No issues could not have been better
Portugal Boutique Hotel,en-us,2024-07-17,2024-07-19,family_with_children,leisure,ie,4,2,2024-07-20 15:26:27,pros: Breakfast was very good. Staff are wonderful. Extremely helpful. Complimentary treats daily in your room was a very nice touch. cons: 
Portugal Boutique Hotel,en-gb,2024-07-14,2024-07-18,family_with_children,leisure,sg,3.59999990463257,4,2024-07-18 22:47:44,pros: location was just perfect. Room was very spacious. cons: I wish there was a gym.
Portugal Boutique Hotel,en-gb,2024-07-12,2024-07-14,couple,leisure,gb,4,2,2024-07-15 20:35:01,pros: Excellent cons: Nothing
Portugal Boutique Hotel,en-us,2024-06-09,2024-06-12,family_with_children,leisure,us,4,3,2024-07-13 01:34:24,pros: Huge room with wonderful service and delicious breakfast. Very clean and the location couldn't be better. cons: 
Portugal Boutique Hotel,en-us,2024-04-21,2024-04-24,review_category_group_of_friends,leisure,us,4,3,2024-07-13 01:18:32,pros: Beautiful hotel in a prime location. Comfortable room and breakfast was amazing cons: 
Portugal Boutique Hotel,en-gb,2024-06-10,2024-06-13,family_with_children,leisure,gb,4,3,2024-07-12 10:12:31,pros: Staff were really welcoming and very helpful cons: View from my room was at the back of the hotel onto another hotel
Portugal Boutique Hotel,en-us,2024-07-05,2024-07-09,couple,leisure,us,4,4,2024-07-09 22:26:59,pros: Perfect central location in the city for getting to all the sites and public transit. This was a four star hotel that acts like a 5 star experience. All of the staff were eager to help with what ever you need 0r wanted cons: The hotel is located in a pedestrian ally. Therefor you could not get taxi / Uber in front of the hotel and had a short walk to meet them. Not a big issue.
Portugal Boutique Hotel,en-us,2024-07-01,2024-07-04,solo_traveller,business,us,4,3,2024-07-08 13:14:54,pros: Location staff and cleanliness cons: N/A
Portugal Boutique Hotel,en-gb,2024-07-01,2024-07-04,couple,leisure,il,3.59999990463257,3,2024-07-07 22:08:58,pros: Excellent location in the city center. We could get anywhere on foot and come to rest in the middle of the day. Spacious room. Very good breakfast. Friendly staff and happy to help. Highly recommend cons: 
Portugal Boutique Hotel,en-us,2024-07-03,2024-07-05,family_with_children,leisure,us,3.59999990463257,2,2024-07-07 18:14:15,pros: Very comfortable rooms in a good location cons: 
Portugal Boutique Hotel,en-us,2024-06-05,2024-06-07,couple,leisure,ro,4,2,2024-07-07 08:31:09,"pros: The rooms and bad are really comfortable modern good interior very clean.
The location of the hotel is really good the breakfast was delicious and the stuff is very helpful and nice. cons: First we landed in a room in which you could hear and feel the subway passing under the hotel. This is not a problem if you have a deep sleep but for us light sleepers it made it difficult to sleep. 

Luckily the hotel stuff helped us moved to a quieter room they were very accomodating and extremely nice."
Portugal Boutique Hotel,en-gb,2024-06-27,2024-06-29,couple,leisure,gb,3.59999990463257,2,2024-07-03 13:13:33,"pros: Excellent location 2 mins walk from Rossio metro and just below the castle. We walked everywhere from the hotel. Gorgeous room and spacious stunning bathroom 🤩 
Crisp and meticulously clean room. Gorgeous treats from hotel delivered to room every evening (bottle of port natas petit fours..). cons: Nothing at all!"
Portugal Boutique Hotel,en-gb,2024-06-29,2024-07-02,couple,leisure,de,4,3,2024-07-03 11:14:59,pros: The staff particularly Andressa Marienna and Aerlindo were very helpful assisting us with our requirements.  They provided us with information about the city helped us with transport and ensured that we enjoyed our stay.  The room was clean and had all the amenities of a 5-star hotel.  Breakfast was excellent.  We would definitely recommend this hotel. cons: The hotel entrance is not accessible by car but is only about 2 to 3 minute-walk from the nearest taxi drop-off station.  Not a big problem but good to know if you're carrying several large pieces of luggage like we did.
Portugal Boutique Hotel,en-gb,2024-05-31,2024-06-03,couple,leisure,gb,4,3,2024-07-01 10:05:09,pros: Everything just to our liking cons: 
Portugal Boutique Hotel,en-gb,2024-06-14,2024-06-17,couple,leisure,gb,4,3,2024-06-26 15:18:45,pros: From the moment we walked into reception it was apparent the hotel was immaculately kept very clean and a very nice ambience. cons: If I am being picky it would be for some additional breakfast options although what was available was very good quality
Portugal Boutique Hotel,en-us,2024-06-13,2024-06-19,couple,leisure,us,4,6,2024-06-20 10:30:38,pros: The room was great The breakfast was very nice. Great location. The staff was very friendly and helpful cons: Nothing
Portugal Boutique Hotel,en-gb,2024-05-18,2024-05-21,review_category_group_of_friends,leisure,gb,4,3,2024-06-17 17:39:53,pros: The location and the bath products and the breakfast cons: The luggage store was not very secure
